id,address,city,CDOM,bds,bths,size,date,purchase_price,list_price,sale_price,zipcode,year_built,latitude,longitude
299150,2504 E Pine St,Seattle,7,3,2,1900,2022-01-12 00:00:00,380000,1028000,1028000,98122,1922,47.615475,-122.299706
282705,14224 110th Ave NE,Kirkland,62,3,1.75,1300,2024-01-26 00:00:00,484000,786000,762000,98034,1968,47.72972,-122.194824
298528,12917 SE 186th Place,Renton,8,3,2.5,2100,2024-02-02 00:00:00,310000,591000,591000,98058,1968,47.434963,-122.16799
304646,20147 SE 152nd St,Renton,6,3,1.75,1420,2023-02-03 00:00:00,267000,555000,555000,98059,1961,47.466488,-122.07198
305599,23308 55th Ave W,Mountlake Terrace,5,3,2,1101,2022-02-10 00:00:00,194000,550000,550000,98043,1951,47.78693,-122.30745
300140,917 243rd Place SE,Sammamish,22,4,2.5,1890,2023-02-10 00:00:00,806000,1010000,1010000,98075,1999,47.59997,-122.01535
298843,19404 4th Dr SE,Bothell,33,3,2,1386,2024-02-09 00:00:00,359000,547000,547000,98012,1943,47.82167,-122.225975
296506,23306 55th Ave W,Mountlake Terrace,17,4,1,1078,2023-02-15 00:00:00,255000,482000,482000,98043,1951,47.787094,-122.30745
306990,128 165th Ave NE,Bellevue,11,5,2.75,2920,2024-02-15 00:00:00,874000,1213000,1213000,98008,1961,47.611225,-122.11987
282479,10704 29th Place SW,Seattle,107,4,1.75,2307,2022-02-28 00:00:00,412000,847000,787000,98146,1954,47.506298,-122.36918
306835,19105 69th Place W,Lynnwood,8,4,2.75,2096,2022-02-28 00:00:00,364000,797000,797000,98036,1963,47.825733,-122.32699
285762,13601 13th Avenue Ct E,Tacoma,33,3,1.5,1232,2024-03-02 00:00:00,144000,382000,358000,98445,1963,47.13249,-122.410645
321206,3301 112th Place SE,Everett,2,4,2.5,2654,2023-03-28 00:00:00,688000,876000,876000,98208,1995,47.89629,-122.188126
316356,14022 143rd Ave SE,Renton,22,3,1.75,1970,2022-03-30 00:00:00,313000,607000,607000,98059,1963,47.47695,-122.1492
313058,5702 S Augusta St,Seattle,34,3,1,1170,2023-04-02 00:00:00,176000,375000,375000,98178,1962,47.500614,-122.26106
305633,709 22nd St NW,Puyallup,50,3,1.5,1250,2022-04-06 00:00:00,190000,375000,375000,98371,1971,47.198154,-122.32312
327805,19203 Firlands Wy N,Shoreline,7,4,2.75,1940,2024-04-30 00:00:00,363000,703000,709000,98133,1970,47.76787,-122.34973
320411,9210 NE 183rd St,Bothell,18,4,1.75,1910,2023-04-30 00:00:00,497000,820000,834000,98011,1959,47.76095,-122.217255
337333,2301 NE 10th St,Renton,3,3,1.75,1750,2023-04-27 00:00:00,258000,586000,703000,98056,1968,47.498768,-122.1883
307204,15103 60th Ave W,Edmonds,191,3,3,2427,2023-04-20 00:00:00,619000,1054000,914000,98026,1983,47.861675,-122.31416
327939,22703 2nd Place W,Bothell,2,3,1,1010,2022-04-30 00:00:00,300000,530000,530000,98021,1972,47.792225,-122.23593
327788,22917 23rd Place S,Des Moines,16,3,1.5,1510,2023-05-01 00:00:00,300000,518000,506000,98198,1965,47.396904,-122.30308
340343,16623 25th Ave SW,Burien,5,3,2.5,2800,2024-05-04 00:00:00,368000,1035000,1126000,98166,1949,47.454426,-122.36481
323721,17425 91st Ave NE,Bothell,27,4,1.75,2450,2024-05-04 00:00:00,403000,918000,918000,98011,1962,47.754414,-122.22313
301887,6917 24th Ave SW,Seattle,108,3,1.75,1130,2023-05-10 00:00:00,263000,451000,451000,98106,1991,47.54058,-122.36373
301183,11403 Woodley Ave S,Seattle,88,3,2,1700,2022-05-31 00:00:00,234000,533000,533000,98178,1944,47.501038,-122.24283
295084,2502 R St SE,Auburn,170,2,1,1190,2023-05-31 00:00:00,209000,451000,374000,98002,1956,47.2863,-122.20719
298050,18422 92nd Ave NE,Bothell,140,4,2.5,2180,2023-05-31 00:00:00,453000,904000,743000,98011,1962,47.761356,-122.21733
339387,13718 10th Ave S,Burien,5,4,1.75,1460,2022-06-08 00:00:00,248000,474000,487000,98168,1961,47.479927,-122.3204
355740,12523 87th Place NE,Kirkland,4,3,2.25,1680,2023-05-29 00:00:00,330000,929000,929000,98034,1973,47.713036,-122.22549
343494,33612 33rd Ave SW,Federal Way,19,4,2.25,1700,2023-06-15 00:00:00,279000,533000,533000,98023,1977,47.30043,-122.375336
337632,24539 14th Ave S,Des Moines,30,3,1.75,1250,2022-06-28 00:00:00,315000,462000,462000,98198,1967,47.38127,-122.31581
348680,4137 37th Ave SW,Seattle,4,3,1.75,1560,2022-06-29 00:00:00,548000,1017000,1017000,98126,1952,47.56538,-122.379166
344522,3005 Belvidere Ave SW,Seattle,25,3,3,2270,2023-06-29 00:00:00,675000,1347000,1347000,98126,1926,47.577183,-122.37951
363602,101 NW 101st St,Seattle,5,3,1.75,1740,2024-07-02 00:00:00,412000,978000,978000,98177,1940,47.701977,-122.358315
296837,38200 SE 85th St,Snoqualmie,138,4,1.75,1910,2022-06-22 00:00:00,169000,515000,495000,98065,1917,47.524563,-121.830826
361030,9337 SE 70th Place,Mercer Island,6,3,2.5,2800,2024-06-28 00:00:00,899000,1854000,1854000,98040,1968,47.5405,-122.21445
355200,14421 28th Lane S,SeaTac,3,4,1.75,1220,2023-07-09 00:00:00,260000,495000,484000,98168,1964,47.473488,-122.29708
343355,5802 16th Ave S,Seattle,57,5,2,1930,2023-07-13 00:00:00,394000,798000,798000,98108,1920,47.55108,-122.31198
356811,12629 SE 79th Ct,Newcastle,7,4,3.25,3100,2023-07-13 00:00:00,858000,1236000,1236000,98056,1989,47.531746,-122.17139
362118,10333 24th St SE,Lake Stevens,5,3,2,1560,2022-07-13 00:00:00,270000,432000,432000,98258,2008,47.975037,-122.09161
352559,20903 4th Ave S,Des Moines,3,3,2.25,1870,2024-07-13 00:00:00,304000,551000,576000,98198,1963,47.41459,-122.331085
354395,1628 Index Ave SE,Renton,8,4,2,1800,2022-07-26 00:00:00,351000,627000,627000,98058,1977,47.467747,-122.17821
370510,4010 147th Place SE,Bellevue,11,3,2,950,2023-08-01 00:00:00,303000,700000,700000,98006,1955,47.57436,-122.143616
372829,4519 S Thompson Ave,Tacoma,6,3,2,1150,2022-08-07 00:00:00,79000,317000,317000,98418,1924,47.216057,-122.44445
373715,3521 NE 148th St,Lake Forest Park,3,4,3,2270,2023-08-08 00:00:00,538000,894000,894000,98155,1962,47.73609,-122.290276
358785,8144 12th Ave SW,Seattle,10,3,2.25,1370,2023-08-10 00:00:00,263000,527000,527000,98106,1945,47.5289,-122.350204
372847,23334 114th Place SE,Kent,6,4,2.5,1840,2023-08-10 00:00:00,285000,558000,558000,98031,1976,47.392197,-122.18856
364859,2011 NE 97th St,Seattle,27,4,2,1480,2024-08-15 00:00:00,456000,841000,841000,98115,1953,47.699135,-122.306244
342743,2653 S 150th St,SeaTac,19,4,1.75,1950,2022-08-16 00:00:00,258000,502000,502000,98188,2004,47.468815,-122.29794
337626,5129 SW 326th St,Federal Way,105,4,2,1690,2023-08-24 00:00:00,349000,538000,499000,98023,1983,47.30974,-122.39946
378683,902 N Stevens St,Tacoma,7,4,1.75,1250,2022-08-23 00:00:00,230000,490000,490000,98406,1947,47.258266,-122.49653
369930,3720 37th Ave S,Seattle,8,4,2.75,3010,2023-08-28 00:00:00,669000,939000,939000,98144,1927,47.569977,-122.28581
366967,22722 18th Ave S,Des Moines,11,4,2.75,2750,2023-08-31 00:00:00,421000,724000,724000,98198,1989,47.397655,-122.30985
337570,22019 101st Place SE,Kent,79,7,3.75,3170,2022-09-14 00:00:00,601000,820000,786000,98031,2005,47.404503,-122.205795
375369,21702 84th Ave W,Edmonds,15,3,2.5,2250,2022-09-14 00:00:00,351000,679000,679000,98026,1948,47.802273,-122.346794
361434,19426 136th Place SE,Renton,22,4,2,1770,2023-09-14 00:00:00,269000,562000,554000,98058,1964,47.42777,-122.15883
384854,7602 Latona Ave NE,Seattle,30,4,3,3000,2024-09-21 00:00:00,888000,1618000,1618000,98115,1907,47.68379,-122.325356
388511,20223 125th Place SE,Kent,23,3,2.25,1670,2024-09-28 00:00:00,176000,552000,552000,98031,1975,47.42015,-122.17436
396687,8927 20th Ave NE,Seattle,6,3,1.75,1070,2024-09-28 00:00:00,338000,764000,764000,98115,1938,47.693817,-122.30725
303767,9239 21st Ave SW,Seattle,195,3,1,1310,2024-09-26 00:00:00,203000,541000,503000,98106,1941,47.519894,-122.36084
400065,8311 Doone Ave SE,Snoqualmie,4,3,2.5,1360,2023-10-17 00:00:00,411000,552000,552000,98065,1996,47.525997,-121.82566
380842,3924 SW 332nd Place,Federal Way,52,4,2,1490,2024-10-18 00:00:00,293000,552000,552000,98023,1979,47.304043,-122.38281
397517,39172 SE Gamma St,Snoqualmie,14,4,1.75,1280,2024-10-25 00:00:00,259000,496000,496000,98065,1977,47.523544,-121.81832
397348,2021 33rd Ave S,Seattle,3,4,3.25,3130,2022-10-22 00:00:00,980000,2138000,2138000,98144,1912,47.584457,-122.2912
368325,14326 SE 243rd St,Kent,89,4,2.25,2140,2022-10-26 00:00:00,543000,755000,755000,98042,1978,47.38254,-122.14982
390565,18510 171st Place NE,Woodinville,57,4,2.25,1660,2023-10-26 00:00:00,406000,744000,744000,98072,1964,47.76198,-122.1105
406931,2717 E Spring St,Seattle,6,3,2.25,2130,2024-10-25 00:00:00,431000,1023000,1023000,98122,1910,47.611343,-122.29676
370735,6734 S 112th Place,Seattle,51,4,2.75,2000,2023-10-30 00:00:00,372000,676000,654000,98178,1986,47.502766,-122.24844
407693,11527 113th Place,Kirkland,17,3,2,1380,2022-10-31 00:00:00,620000,868000,868000,98033,1982,47.70381,-122.19034
409623,1015 NW 83rd St,Seattle,4,3,1.75,1520,2023-11-16 00:00:00,564000,989000,989000,98117,1928,47.688583,-122.37018
408700,11422 20th Ave S,Seattle,9,4,2.5,2390,2023-11-29 00:00:00,271000,561000,568000,98168,1949,47.500595,-122.30707
406651,822 NE 104th St,Seattle,41,5,2.5,2428,2024-11-30 00:00:00,530000,1060000,1084000,98125,1928,47.704277,-122.319496
413812,139 NE 164th St,Shoreline,8,3,2.5,2350,2024-11-30 00:00:00,420000,789000,784000,98155,1962,47.74768,-122.32755
418551,1417 S 262nd St,Des Moines,13,3,2.25,1700,2024-11-30 00:00:00,341000,564000,564000,98198,1977,47.36687,-122.31459
411895,21231 31st Ave S,SeaTac,5,4,1.5,1510,2024-12-04 00:00:00,237000,474000,474000,98198,1955,47.410492,-122.29424
418060,804 Meade Ave,Sumner,16,4,1.75,1480,2024-12-07 00:00:00,222000,541000,541000,98390,1949,47.201294,-122.23613
415226,8412 12th St SE,Lake Stevens,10,3,2.5,1798,2023-12-05 00:00:00,378000,517000,517000,98258,2005,47.985226,-122.117645
412213,10880 14th Ave S,Seattle,5,3,1.75,2010,2024-12-07 00:00:00,282000,517000,517000,98168,1942,47.504856,-122.31479
400996,5037 35th Ave SW,Seattle,22,4,2.75,2270,2023-12-14 00:00:00,293000,945000,876000,98126,1927,47.556297,-122.37667
414087,1808 Madison Wy,Lynnwood,21,4,1.75,1728,2022-12-21 00:00:00,248000,652000,652000,98087,1969,47.869865,-122.25794
420695,2015 33rd Ave S,Seattle,2,4,3.25,3400,2024-12-17 00:00:00,958000,2254000,2254000,98144,1922,47.584675,-122.29119
414692,14231 SE 138th St,Renton,35,3,2.25,1400,2023-12-20 00:00:00,372000,677000,665000,98059,1968,47.479202,-122.150055
403533,4248 S 172nd St,SeaTac,41,3,1.75,1130,2024-12-27 00:00:00,282000,483000,483000,98188,1947,47.449764,-122.27908
423269,1643 S 245th Place,Des Moines,6,3,1.75,1030,2022-12-31 00:00:00,295000,484000,484000,98198,1986,47.38153,-122.31148
397638,9745 2nd Ave NW,Seattle,61,4,2,2080,2024-01-02 00:00:00,293000,861000,861000,98117,1941,47.701015,-122.35981
412248,2218 96th Place SE,Everett,9,4,1.75,1568,2022-12-28 00:00:00,281000,553000,553000,98208,1961,47.910084,-122.202286
396567,5998 Rainier Ave S,Seattle,55,3,1,1010,2023-12-28 00:00:00,290000,472000,472000,98118,1960,47.54757,-122.275856
392503,13516 20th Ave NE,Seattle,82,4,2.75,2100,2024-12-31 00:00:00,551000,949000,949000,98125,1962,47.72726,-122.30697
422667,7532 21st Ave SW,Seattle,6,4,2,2600,2024-12-24 00:00:00,203000,675000,675000,98106,1950,47.534504,-122.35998
425722,15558 25th Ave NE,Shoreline,14,2,1,770,2024-12-27 00:00:00,270000,488000,488000,98155,1948,47.742714,-122.30166
409856,3250 S 137th St,Tukwila,65,4,1,1330,2022-01-11 00:00:00,248000,450000,439000,98168,1945,47.481,-122.2897
427163,14230 82nd Ave NE,Kirkland,6,3,2,1060,2023-01-09 00:00:00,462000,764000,764000,98034,1970,47.730347,-122.23146
429280,3032 NW 73rd St,Seattle,7,4,2.25,2570,2022-01-14 00:00:00,641000,1528000,1528000,98117,1911,47.68187,-122.397156
430548,5105 230th St SW,Mountlake Terrace,6,3,1,1162,2023-01-18 00:00:00,231000,517000,517000,98043,1951,47.790405,-122.30208
399313,35314 312th Wy SE,Enumclaw,47,3,1,1000,2024-01-18 00:00:00,113000,335000,335000,98022,1900,47.284042,-121.927185
422694,9331 227th Place SE,Woodinville,19,4,2.5,2313,2023-01-04 00:00:00,562000,987000,987000,98077,1989,47.79102,-122.10694
418573,1822 S 266th Place,Des Moines,4,4,1.5,1200,2024-01-17 00:00:00,239000,394000,394000,98198,1963,47.363316,-122.309074
430900,21415 86th Ave W,Edmonds,7,4,3,2236,2022-01-25 00:00:00,450000,922000,922000,98026,1955,47.804653,-122.34955
426546,21221 SE 268th Place,Maple Valley,13,3,2.5,1680,2024-01-04 00:00:00,257000,492000,492000,98038,1980,47.360615,-122.05843
433656,12402 19th Ave SE,Everett,6,3,2,1428,2024-02-05 00:00:00,340000,592000,592000,98208,2007,47.88481,-122.20671
436904,11439 71st Place S,Seattle,7,2,1,840,2024-01-31 00:00:00,206000,380000,380000,98178,1945,47.500797,-122.24602
420344,345 N 101st St,Seattle,8,4,2.5,2080,2022-02-12 00:00:00,537000,1009000,1009000,98133,1966,47.701965,-122.35342
418584,1000 Aberdeen Ave NE,Renton,53,2,1,910,2024-02-20 00:00:00,257000,525000,525000,98056,1955,47.49931,-122.19071
416252,1841 S Lane St,Seattle,85,3,1.75,1620,2024-02-19 00:00:00,358000,894000,894000,98144,1906,47.596386,-122.30718
441374,3341 NE 202nd St,Lake Forest Park,5,4,2.75,2200,2023-02-21 00:00:00,269000,936000,936000,98155,1953,47.774616,-122.29179
430932,6013 Elizabeth,Auburn,10,4,2.5,2301,2023-02-20 00:00:00,291000,536000,536000,98092,2005,47.252953,-122.21847
436203,2416 NE 143rd St,Seattle,7,3,1.75,1700,2024-02-22 00:00:00,380000,823000,823000,98125,1944,47.732395,-122.302444
442853,923 N 90th St,Seattle,6,3,1.75,1510,2024-02-22 00:00:00,550000,950000,950000,98103,1947,47.69397,-122.34621
439360,2532 172nd Place SE,Bothell,10,4,2.25,2243,2022-02-27 00:00:00,441000,743000,732000,98012,2008,47.841248,-122.19791
424488,13609 30th Dr SE,Mill Creek,69,4,1.75,1728,2023-02-28 00:00:00,363000,658000,658000,98012,1970,47.87426,-122.19191
434394,646 SW 308th St,Federal Way,22,3,1.75,1420,2023-02-28 00:00:00,198000,439000,439000,98023,1959,47.32626,-122.34483
428858,2025 S 308th St,Federal Way,4,3,1.75,1910,2024-01-28 00:00:00,265000,487000,487000,98003,1959,47.325638,-122.30699
435519,23110 51st Ave W,Mountlake Terrace,2,4,1.5,1304,2024-03-11 00:00:00,375000,570000,570000,98043,1951,47.788525,-122.30217
441491,20738 14th Ave S,SeaTac,5,3,1.75,1170,2022-03-11 00:00:00,252000,458000,458000,98198,1955,47.41582,-122.31523
416942,24823 21st Ave S,Kent,96,4,2,1860,2023-03-11 00:00:00,297000,526000,526000,98032,1959,47.378757,-122.30704
411830,22629 96th Ave W,Edmonds,109,4,3,2894,2024-03-08 00:00:00,822000,1313000,1217000,98020,1957,47.793217,-122.36101
434741,2052 S 132nd St,SeaTac,37,4,2,1520,2024-03-20 00:00:00,248000,526000,526000,98168,1959,47.485275,-122.30509
436362,2111 Baker Ave,Everett,48,1,1,988,2022-03-15 00:00:00,86000,151000,151000,98201,1936,47.98921,-122.195244
450915,206 20th Ave,Seattle,4,5,2.5,2960,2023-04-05 00:00:00,323000,1235000,1235000,98122,1903,47.603794,-122.305954
442682,7062 20th Ave NE,Seattle,22,3,1.75,1600,2024-03-21 00:00:00,583000,1182000,1182000,98115,1924,47.68112,-122.30634
453818,325 244th St SW,Bothell,5,3,2.75,2667,2024-04-12 00:00:00,205000,924000,924000,98021,1966,47.777065,-122.238106
459209,2111 NE 62nd St,Seattle,4,4,3.5,2343,2023-04-15 00:00:00,688000,1774000,1774000,98115,1937,47.67318,-122.304955
431770,12454 NE 6th Place,Bellevue,47,5,2.75,3140,2023-04-08 00:00:00,821000,1611000,1611000,98005,1987,47.61621,-122.172615
455762,1019 SW 305th St,Federal Way,16,3,1,1040,2024-04-15 00:00:00,65000,376000,376000,98023,1958,47.32824,-122.34803
424199,1045 S 197th St,Des Moines,103,4,1.75,1600,2022-04-11 00:00:00,220000,484000,469000,98148,1955,47.425102,-122.32066
452578,4226 Ashworth Ave N,Seattle,24,3,2.25,2260,2022-04-18 00:00:00,892000,1695000,1643000,98103,1906,47.658806,-122.33939
391783,16030 19th Ave SW,Burien,169,3,2,1700,2022-04-19 00:00:00,344000,645000,617000,98166,1947,47.45875,-122.35753
422468,19340 142nd Place SE,Renton,55,4,1.75,1540,2022-04-23 00:00:00,308000,570000,548000,98058,1969,47.427937,-122.15091
453266,2001 Queen Ave NE,Renton,2,5,2.5,2470,2022-04-22 00:00:00,623000,855000,855000,98056,2002,47.509594,-122.169785
441328,17318 Sylvester Rd SW,Burien,47,3,2.5,2030,2023-04-16 00:00:00,516000,1182000,1182000,98166,1945,47.447353,-122.35617
435743,17515 Broadway Ave,Snohomish,25,3,1,1248,2022-04-10 00:00:00,242000,554000,554000,98296,1969,47.837685,-122.10397
451292,11812 33rd Dr SE,Everett,5,3,1.75,1257,2022-04-23 00:00:00,347000,580000,580000,98208,1969,47.89037,-122.187775
465365,21701 88th Ave W,Edmonds,5,4,2.5,1946,2023-04-24 00:00:00,448000,913000,913000,98026,1959,47.802258,-122.35152
438437,7720 Island View Ct #B,Mukilteo,60,4,2.5,2398,2022-04-24 00:00:00,720000,1010000,1010000,98275,2005,47.927647,-122.30132
463268,2301 19th Ave S,Seattle,3,3,1.75,1570,2023-04-26 00:00:00,333000,903000,903000,98144,1930,47.582817,-122.30846
440126,14807 77th Ave SE,Snohomish,23,5,2.5,3279,2023-03-26 00:00:00,842000,1031000,1031000,98296,2005,47.862324,-122.12875
448594,930 N 90th St,Seattle,40,3,2.25,1480,2023-04-26 00:00:00,537000,962000,962000,98103,1967,47.694363,-122.34582
462785,829 Bonney Ave,Sumner,5,3,2,1512,2023-05-02 00:00:00,293000,527000,527000,98390,1949,47.202225,-122.23294
466006,24318 35th Place S,Kent,9,3,1.5,1130,2022-05-03 00:00:00,257000,470000,470000,98032,1959,47.38387,-122.28721
460918,22918 126th Ave SE,Kent,7,4,2,1670,2023-04-26 00:00:00,317000,569000,569000,98031,1975,47.396214,-122.173645
468355,17531 10th Ave NE,Shoreline,5,3,1.5,1160,2023-05-09 00:00:00,376000,667000,667000,98155,1952,47.75675,-122.31902
440130,6528 Lakewood Blvd SW,Lakewood,75,3,2,1478,2024-05-08 00:00:00,180000,369000,343000,98499,1948,47.170895,-122.52503
439316,4218 SW 328th St,Federal Way,56,4,2.5,2200,2022-04-30 00:00:00,355000,633000,597000,98023,1979,47.309494,-122.38714
465299,9641 25th Ave SW,Seattle,5,2,1,740,2022-05-15 00:00:00,132000,454000,454000,98106,1935,47.51616,-122.36495
468392,713 N 138th St,Seattle,13,3,1.5,1320,2023-05-17 00:00:00,390000,706000,706000,98133,1961,47.72886,-122.34947
484391,14431 55th Ave SE,Everett,6,3,2.5,1860,2024-05-21 00:00:00,418000,706000,706000,98208,1987,47.86605,-122.156555
477303,4400 34th Ave S,Seattle,11,4,1.75,2100,2023-05-23 00:00:00,211000,848000,848000,98118,1983,47.563908,-122.290054
456473,5156 S 170th St,SeaTac,4,4,2,1800,2022-05-22 00:00:00,222000,551000,551000,98188,1946,47.45137,-122.26856
465778,3727 113th St SE,Everett,4,4,2.75,2004,2024-05-21 00:00:00,456000,759000,759000,98208,1976,47.89519,-122.18164
443539,9210 4th St SE,Lake Stevens,16,3,1.75,1250,2024-05-24 00:00:00,201000,432000,432000,98258,1962,47.99234,-122.106964
453524,7109 Seward Park Ave S,Seattle,46,3,3,3140,2024-06-05 00:00:00,586000,1138000,1089000,98118,1907,47.538555,-122.267586
482056,11719 26th Ave NE,Seattle,5,3,2,2000,2023-06-11 00:00:00,477000,881000,881000,98125,1957,47.71466,-122.30073
481723,31024 149th Ave SE,Kent,4,3,2,1230,2022-05-31 00:00:00,187000,447000,447000,98042,1970,47.3234,-122.14259
475127,30514 7th Ave SW,Federal Way,10,3,2,1250,2022-06-13 00:00:00,197000,415000,415000,98023,1959,47.328312,-122.34429
458791,11270 57th Ave S,Seattle,2,3,1,880,2024-06-13 00:00:00,83000,363000,363000,98178,1942,47.49803,-122.260635
478080,1032 S 202nd St,Des Moines,4,3,2,1130,2023-06-11 00:00:00,208000,479000,479000,98198,1954,47.421276,-122.32062
475496,15329 Tiger Mountain Rd SE,Issaquah,20,3,3.5,3660,2023-06-14 00:00:00,852000,1242000,1242000,98027,2006,47.46328,-121.98352
475632,2006 E 61st St,Tacoma,7,3,1,1288,2023-06-14 00:00:00,108000,289000,289000,98404,1968,47.201427,-122.401955
478751,15316 Issaquah Hobart Rd SE,Issaquah,17,3,1.75,1880,2023-06-21 00:00:00,498000,881000,881000,98027,1946,47.46506,-122.014114
491369,154 SW 185th St,Normandy Park,6,3,2,1660,2023-06-26 00:00:00,251000,646000,646000,98166,1953,47.437977,-122.33726
485850,4315 S Hudson St,Seattle,5,5,2.75,2400,2022-06-28 00:00:00,308000,1057000,1057000,98118,1962,47.556877,-122.278885
468898,14605 56th Dr NE,Marysville,31,4,2,1620,2023-06-28 00:00:00,171000,502000,502000,98271,1976,48.12851,-122.15427
488956,17631 43rd Ave S,SeaTac,5,3,1.75,1440,2024-07-03 00:00:00,267000,533000,533000,98188,1962,47.444168,-122.279526
480460,3824 Wallingford N,Seattle,41,5,3.25,2430,2024-07-12 00:00:00,763000,1547000,1547000,98103,1920,47.653934,-122.335915
502547,19630 SE 259th St,Covington,3,3,1.75,1120,2024-07-16 00:00:00,222000,431000,431000,98042,1969,47.37042,-122.07792
478605,7506 32nd Ave NW,Seattle,43,3,2.75,1675,2023-07-18 00:00:00,558000,1127000,1127000,98117,1920,47.683342,-122.397995
514946,17609 38th Ave S,SeaTac,5,3,1,1050,2024-07-31 00:00:00,133000,253000,253000,98188,1955,47.44481,-122.2863
508479,19409 29th Ave SE,Bothell,3,,1,1116,2023-07-31 00:00:00,276000,550000,550000,98012,1967,47.82156,-122.19359
498319,16656 Marine View Dr SW,Burien,12,3,2.5,1910,2022-08-06 00:00:00,454000,685000,685000,98166,1954,47.45323,-122.36485
495234,13016 104th Place NE,Kirkland,38,4,1.75,2080,2023-08-13 00:00:00,590000,865000,845000,98034,1962,47.71742,-122.2014
499145,1519 Magnolia Blvd W,Seattle,36,5,3.25,3630,2023-08-15 00:00:00,869000,1730000,1669000,98199,1963,47.635025,-122.39936
506154,12103 33rd Dr SE,Everett,23,5,2.25,2632,2022-08-15 00:00:00,475000,773000,773000,98208,1970,47.888226,-122.18727
507888,4781 328th Ave NE,Carnation,19,3,1,1060,2023-08-16 00:00:00,285000,458000,458000,98014,1981,47.65027,-121.90261
518360,15601 125th Place NE,Woodinville,6,4,2,1270,2023-08-14 00:00:00,387000,788000,788000,98072,1969,47.740494,-122.17337
501213,18021 NE 156th St,Woodinville,26,3,2.25,1970,2023-08-19 00:00:00,529000,865000,865000,98072,1977,47.740555,-122.09885
488867,11836 54th Ave S,Seattle,14,4,2.75,2960,2022-08-23 00:00:00,346000,682000,682000,98178,1957,47.496326,-122.26611
